Customer ID,Previous Purchases,Payment Method,Frequency of Purchases
2537,45,PayPal,Every 3 Months
2538,30,PayPal,Fortnightly
2539,33,Credit Card,Bi-Weekly
2540,24,Cash,Bi-Weekly
2541,11,Debit Card,Quarterly
2542,13,Venmo,Every 3 Months
2543,27,PayPal,Annually
2544,30,PayPal,Bi-Weekly
2545,39,Venmo,Quarterly
2546,10,Debit Card,Annually
2547,4,Credit Card,Quarterly
2548,16,Cash,Weekly
2549,34,Credit Card,Monthly
2550,11,Debit Card,Every 3 Months
2551,30,Debit Card,Fortnightly
2552,40,Debit Card,Annually
2553,13,Credit Card,Annually
2554,28,Venmo,Every 3 Months
2555,49,Debit Card,Bi-Weekly
2556,23,Credit Card,Weekly
2557,4,Bank Transfer,Quarterly
2558,17,PayPal,Fortnightly
2559,24,PayPal,Fortnightly
2560,21,Debit Card,Every 3 Months
2561,17,Debit Card,Bi-Weekly
2562,22,Debit Card,Quarterly
2563,27,Cash,Fortnightly
2564,1,Venmo,Every 3 Months
2565,27,Bank Transfer,Weekly
2566,8,Venmo,Quarterly
2567,43,PayPal,Quarterly
2568,24,Cash,Fortnightly
2569,29,PayPal,Fortnightly
2570,10,Bank Transfer,Bi-Weekly
2571,12,PayPal,Fortnightly
2572,48,Cash,Fortnightly
2573,40,Bank Transfer,Quarterly
2574,1,Bank Transfer,Annually
2575,26,Credit Card,Fortnightly
2576,9,PayPal,Annually
2577,19,Debit Card,Quarterly
2578,37,Bank Transfer,Monthly
2579,3,Cash,Quarterly
2580,40,Venmo,Weekly
2581,13,Bank Transfer,Quarterly
2582,48,Credit Card,Monthly
2583,4,Venmo,Every 3 Months
2584,9,Cash,Weekly
2585,26,Bank Transfer,Bi-Weekly
2586,19,Debit Card,Weekly
2587,1,Credit Card,Every 3 Months
2588,29,PayPal,Every 3 Months
2589,38,Venmo,Bi-Weekly
2590,31,PayPal,Annually
2591,35,Venmo,Annually
2592,40,Cash,Quarterly
2593,13,Venmo,Quarterly
2594,9,Bank Transfer,Every 3 Months
2595,25,Cash,Every 3 Months
2596,3,Bank Transfer,Bi-Weekly
2597,35,Credit Card,Monthly
2598,13,Venmo,Bi-Weekly
2599,31,Debit Card,Annually
2600,48,Credit Card,Monthly
2601,6,Bank Transfer,Bi-Weekly
2602,43,Cash,Monthly
2603,1,Venmo,Quarterly
2604,8,Cash,Annually
2605,6,Debit Card,Weekly
2606,32,Venmo,Fortnightly
2607,46,Bank Transfer,Bi-Weekly
2608,38,PayPal,Every 3 Months
2609,48,Credit Card,Fortnightly
2610,18,Debit Card,Bi-Weekly
2611,25,Cash,Quarterly
2612,4,Cash,Fortnightly
2613,27,Venmo,Quarterly
2614,14,Bank Transfer,Monthly
2615,36,Bank Transfer,Fortnightly
2616,6,Debit Card,Quarterly
2617,46,Cash,Annually
2618,29,Bank Transfer,Annually
2619,12,Venmo,Monthly
2620,47,Credit Card,Weekly
2621,28,Debit Card,Annually
2622,21,Bank Transfer,Annually
2623,15,Credit Card,Annually
2624,38,Cash,Annually
2625,19,Credit Card,Annually
2626,31,Credit Card,Weekly
2627,30,Credit Card,Every 3 Months
2628,40,Bank Transfer,Quarterly
2629,42,Credit Card,Bi-Weekly
2630,25,Venmo,Annually
2631,20,Cash,Quarterly
2632,3,Cash,Weekly
2633,14,Cash,Annually
2634,32,Credit Card,Fortnightly
2635,20,PayPal,Every 3 Months
2636,34,PayPal,Fortnightly
2637,6,Venmo,Annually
2638,2,PayPal,Annually
2639,35,Credit Card,Annually
2640,33,Debit Card,Quarterly
2641,45,Venmo,Bi-Weekly
2642,20,Bank Transfer,Every 3 Months
2643,48,Bank Transfer,Annually
2644,37,Cash,Monthly
2645,4,Bank Transfer,Every 3 Months
2646,24,Bank Transfer,Bi-Weekly
2647,4,Debit Card,Every 3 Months
2648,25,Debit Card,Annually
2649,14,PayPal,Bi-Weekly
2650,14,Bank Transfer,Fortnightly
2651,46,Credit Card,Every 3 Months
2652,27,PayPal,Quarterly
2653,46,Credit Card,Monthly
2654,24,Venmo,Every 3 Months
2655,4,PayPal,Annually
2656,2,Credit Card,Fortnightly
2657,29,Bank Transfer,Fortnightly
2658,7,Credit Card,Fortnightly
2659,39,PayPal,Monthly
2660,46,Credit Card,Fortnightly
2661,44,Venmo,Annually
2662,20,Bank Transfer,Annually
2663,44,PayPal,Fortnightly
2664,23,Bank Transfer,Annually
2665,37,PayPal,Weekly
2666,4,Venmo,Weekly
2667,14,Venmo,Fortnightly
2668,31,Cash,Fortnightly
2669,9,PayPal,Quarterly
2670,31,Credit Card,Weekly
2671,26,Bank Transfer,Bi-Weekly
2672,41,PayPal,Every 3 Months
2673,13,Cash,Annually
2674,4,Cash,Monthly
2675,15,Cash,Every 3 Months
2676,38,Cash,Bi-Weekly
2677,3,Cash,Fortnightly
2678,6,PayPal,Every 3 Months
2679,34,Credit Card,Bi-Weekly
2680,7,Debit Card,Quarterly
2681,21,Venmo,Annually
2682,17,Debit Card,Monthly
2683,5,Venmo,Every 3 Months
2684,21,Cash,Fortnightly
2685,42,Credit Card,Bi-Weekly
2686,49,Credit Card,Quarterly
2687,33,Cash,Fortnightly
2688,12,Debit Card,Bi-Weekly
2689,18,Credit Card,Every 3 Months
2690,47,PayPal,Quarterly
2691,18,Bank Transfer,Weekly
2692,48,Cash,Monthly
2693,18,Debit Card,Every 3 Months
2694,46,Cash,Quarterly
2695,34,Credit Card,Every 3 Months
2696,10,PayPal,Bi-Weekly
2697,12,Debit Card,Monthly
2698,36,Bank Transfer,Quarterly
2699,34,Venmo,Quarterly
2700,49,Debit Card,Annually
2701,36,Cash,Weekly
2702,18,Bank Transfer,Fortnightly
2703,39,Debit Card,Fortnightly
2704,34,PayPal,Weekly
2705,35,Debit Card,Weekly
2706,1,Credit Card,Bi-Weekly
2707,48,Debit Card,Quarterly
2708,19,Cash,Weekly
2709,44,Debit Card,Weekly
2710,9,Credit Card,Bi-Weekly
2711,3,Bank Transfer,Fortnightly
2712,50,Venmo,Monthly
2713,7,Debit Card,Quarterly
2714,20,Debit Card,Annually
2715,16,Credit Card,Bi-Weekly
2716,29,PayPal,Fortnightly
2717,21,Debit Card,Weekly
2718,19,Credit Card,Every 3 Months
2719,10,Venmo,Bi-Weekly
2720,4,Bank Transfer,Monthly
2721,45,Bank Transfer,Quarterly
2722,17,PayPal,Fortnightly
2723,22,PayPal,Fortnightly
2724,3,PayPal,Every 3 Months
2725,11,Debit Card,Fortnightly
2726,4,Debit Card,Annually
2727,11,PayPal,Bi-Weekly
2728,47,Credit Card,Fortnightly
2729,17,Debit Card,Weekly
2730,32,Credit Card,Monthly
2731,37,Bank Transfer,Annually
2732,44,Bank Transfer,Quarterly
2733,27,Debit Card,Every 3 Months
2734,46,PayPal,Annually
2735,13,Cash,Bi-Weekly
2736,2,PayPal,Bi-Weekly
2737,45,Credit Card,Annually
2738,35,Cash,Every 3 Months
2739,39,Venmo,Every 3 Months
2740,39,Credit Card,Every 3 Months
2741,34,Bank Transfer,Fortnightly
2742,41,Venmo,Monthly
2743,47,Debit Card,Annually
2744,17,Venmo,Quarterly
2745,40,Credit Card,Monthly
2746,44,PayPal,Bi-Weekly
2747,21,PayPal,Every 3 Months
2748,21,Credit Card,Every 3 Months
2749,16,Venmo,Annually
2750,15,Bank Transfer,Annually
2751,26,PayPal,Every 3 Months
2752,50,Venmo,Monthly
2753,30,Venmo,Bi-Weekly
2754,48,PayPal,Quarterly
2755,21,Venmo,Bi-Weekly
2756,18,Credit Card,Annually
2757,41,PayPal,Monthly
2758,11,Venmo,Monthly
2759,8,Bank Transfer,Bi-Weekly
2760,42,Cash,Every 3 Months
2761,41,Credit Card,Bi-Weekly
2762,3,Credit Card,Every 3 Months
2763,10,Debit Card,Every 3 Months
2764,35,Venmo,Quarterly
2765,2,Debit Card,Weekly
2766,24,Credit Card,Quarterly
2767,47,Credit Card,Monthly
2768,31,Cash,Monthly
2769,28,PayPal,Bi-Weekly
2770,13,Cash,Weekly
2771,22,Bank Transfer,Quarterly
2772,12,Bank Transfer,Fortnightly
2773,10,Bank Transfer,Every 3 Months
2774,45,Bank Transfer,Quarterly
2775,42,Credit Card,Quarterly
2776,16,Debit Card,Weekly
2777,6,Bank Transfer,Annually
2778,28,Credit Card,Every 3 Months
2779,24,Credit Card,Bi-Weekly
2780,14,Credit Card,Fortnightly
2781,29,PayPal,Fortnightly
2782,33,PayPal,Weekly
2783,30,PayPal,Annually
2784,26,Credit Card,Quarterly
2785,12,PayPal,Every 3 Months
2786,13,Bank Transfer,Monthly
2787,41,Debit Card,Every 3 Months
2788,4,Venmo,Fortnightly
2789,2,Credit Card,Annually
2790,28,Credit Card,Bi-Weekly
2791,24,Debit Card,Annually
2792,14,Venmo,Fortnightly
2793,11,Credit Card,Weekly
2794,27,Debit Card,Bi-Weekly
2795,7,Cash,Fortnightly
2796,49,PayPal,Annually
2797,21,Cash,Annually
2798,10,Venmo,Every 3 Months
2799,37,PayPal,Weekly
2800,9,Bank Transfer,Every 3 Months
2801,14,Cash,Bi-Weekly
2802,30,PayPal,Annually
2803,42,Credit Card,Fortnightly
2804,31,Bank Transfer,Monthly
2805,48,Bank Transfer,Every 3 Months
2806,48,Cash,Quarterly
2807,50,Credit Card,Annually
2808,10,Debit Card,Fortnightly
2809,45,PayPal,Every 3 Months
2810,27,Debit Card,Quarterly
2811,10,Debit Card,Fortnightly
2812,19,Credit Card,Quarterly
2813,1,Credit Card,Every 3 Months
2814,39,Debit Card,Quarterly
2815,14,Bank Transfer,Monthly
2816,40,Venmo,Every 3 Months
2817,45,Venmo,Weekly
2818,6,Venmo,Weekly
2819,12,Debit Card,Annually
2820,19,Cash,Monthly
2821,5,Cash,Bi-Weekly
2822,37,Venmo,Monthly
2823,33,PayPal,Quarterly
2824,47,Debit Card,Bi-Weekly
2825,49,Debit Card,Quarterly
2826,28,Bank Transfer,Annually
2827,23,Venmo,Annually
2828,11,Bank Transfer,Bi-Weekly
2829,33,PayPal,Quarterly
2830,47,Cash,Weekly
2831,13,Venmo,Every 3 Months
2832,4,Credit Card,Weekly
2833,40,PayPal,Quarterly
2834,19,Cash,Monthly
2835,17,Credit Card,Weekly
2836,7,Venmo,Annually
2837,21,Cash,Bi-Weekly
2838,44,PayPal,Weekly
2839,2,Bank Transfer,Weekly
2840,30,Bank Transfer,Monthly
2841,41,Cash,Annually
2842,31,Cash,Weekly
2843,48,Debit Card,Quarterly
2844,41,Venmo,Weekly
2845,42,Venmo,Annually
2846,39,Debit Card,Every 3 Months
2847,15,PayPal,Bi-Weekly
2848,3,PayPal,Every 3 Months
2849,28,Bank Transfer,Quarterly
2850,27,PayPal,Bi-Weekly
2851,36,Debit Card,Annually
2852,42,Debit Card,Monthly
2853,30,Venmo,Weekly
2854,9,PayPal,Weekly
2855,25,Venmo,Monthly
2856,33,PayPal,Quarterly
2857,31,Credit Card,Monthly
2858,35,Debit Card,Monthly
2859,46,Bank Transfer,Monthly
2860,29,Bank Transfer,Annually
2861,49,Bank Transfer,Weekly
2862,27,Credit Card,Monthly
2863,5,Bank Transfer,Every 3 Months
2864,18,Venmo,Monthly
2865,31,Venmo,Weekly
2866,27,Cash,Fortnightly
2867,19,Cash,Annually
2868,33,Cash,Fortnightly
2869,42,PayPal,Every 3 Months
2870,16,Bank Transfer,Weekly
2871,49,Debit Card,Every 3 Months
2872,40,Venmo,Bi-Weekly
2873,5,Cash,Annually
2874,8,Bank Transfer,Monthly
2875,2,Debit Card,Annually
2876,14,Debit Card,Weekly
2877,5,Bank Transfer,Fortnightly
2878,34,Venmo,Monthly
2879,13,Bank Transfer,Annually
2880,31,Venmo,Annually
2881,43,PayPal,Quarterly
2882,6,Bank Transfer,Annually
2883,23,Credit Card,Bi-Weekly
2884,10,PayPal,Weekly
2885,47,Credit Card,Every 3 Months
2886,14,Credit Card,Bi-Weekly
2887,29,PayPal,Weekly
2888,12,Cash,Bi-Weekly
2889,25,Debit Card,Quarterly
2890,21,Venmo,Annually
2891,23,Credit Card,Monthly
2892,10,PayPal,Monthly
2893,47,Credit Card,Monthly
2894,44,Debit Card,Every 3 Months
2895,41,Venmo,Annually
2896,29,Bank Transfer,Monthly
2897,2,Venmo,Every 3 Months
2898,2,Cash,Fortnightly
2899,29,Credit Card,Annually
2900,22,Bank Transfer,Fortnightly
2901,23,Cash,Bi-Weekly
2902,46,Credit Card,Quarterly
2903,19,PayPal,Bi-Weekly
2904,24,Credit Card,Every 3 Months
2905,43,Venmo,Monthly
2906,14,Debit Card,Fortnightly
2907,7,Venmo,Annually
2908,50,PayPal,Bi-Weekly
2909,15,Debit Card,Every 3 Months
2910,40,Credit Card,Every 3 Months
2911,41,Credit Card,Monthly
2912,34,Venmo,Quarterly
2913,27,Cash,Bi-Weekly
2914,12,Cash,Every 3 Months
2915,1,Debit Card,Bi-Weekly
2916,39,Debit Card,Bi-Weekly
2917,13,Credit Card,Bi-Weekly
2918,50,Venmo,Annually
2919,36,Cash,Weekly
2920,31,Debit Card,Monthly
2921,3,Debit Card,Bi-Weekly
2922,11,Cash,Fortnightly
2923,16,PayPal,Quarterly
2924,12,Cash,Quarterly
2925,37,Debit Card,Every 3 Months
2926,43,Credit Card,Every 3 Months
2927,9,Cash,Weekly
2928,15,Venmo,Bi-Weekly
2929,17,Credit Card,Weekly
2930,42,Venmo,Fortnightly
2931,14,Venmo,Monthly
2932,49,Credit Card,Bi-Weekly
2933,3,PayPal,Quarterly
2934,28,Venmo,Monthly
2935,41,Bank Transfer,Quarterly
2936,11,Venmo,Weekly
2937,46,PayPal,Weekly
2938,15,Credit Card,Weekly
2939,15,Cash,Monthly
2940,34,Venmo,Weekly
2941,13,Cash,Monthly
2942,27,PayPal,Monthly
2943,37,Bank Transfer,Weekly
2944,37,Credit Card,Monthly
2945,4,Venmo,Every 3 Months
2946,1,Credit Card,Every 3 Months
2947,29,Bank Transfer,Quarterly
2948,50,Venmo,Annually
2949,38,Debit Card,Bi-Weekly
2950,15,PayPal,Annually
2951,44,Debit Card,Every 3 Months
2952,14,Cash,Weekly
2953,5,Debit Card,Monthly
2954,11,Credit Card,Annually
2955,15,Credit Card,Annually
2956,46,Credit Card,Annually
2957,30,Venmo,Monthly
2958,2,Cash,Annually
2959,28,PayPal,Monthly
2960,9,PayPal,Quarterly
2961,47,Credit Card,Weekly
2962,21,Debit Card,Bi-Weekly
2963,42,Credit Card,Every 3 Months
2964,28,Credit Card,Weekly
2965,13,Venmo,Fortnightly
2966,25,PayPal,Fortnightly
2967,38,Debit Card,Every 3 Months
2968,40,Venmo,Annually
2969,25,Cash,Every 3 Months
2970,20,Cash,Every 3 Months
2971,44,Credit Card,Bi-Weekly
2972,9,PayPal,Every 3 Months
2973,11,Venmo,Every 3 Months
2974,3,Bank Transfer,Fortnightly
2975,34,Credit Card,Weekly
2976,48,Cash,Every 3 Months
2977,28,Cash,Fortnightly
2978,20,Venmo,Annually
2979,49,Bank Transfer,Fortnightly
2980,14,PayPal,Weekly
2981,9,Bank Transfer,Monthly
2982,37,Venmo,Annually
2983,4,Credit Card,Weekly
2984,1,Credit Card,Quarterly
2985,36,Debit Card,Bi-Weekly
2986,21,Cash,Bi-Weekly
2987,16,Credit Card,Monthly
2988,42,Cash,Monthly
2989,31,Debit Card,Monthly
2990,6,Credit Card,Weekly
2991,24,Venmo,Monthly
2992,7,PayPal,Bi-Weekly
2993,25,Venmo,Weekly
2994,18,Cash,Bi-Weekly
2995,14,Bank Transfer,Quarterly
2996,42,Debit Card,Bi-Weekly
2997,6,Venmo,Every 3 Months
2998,14,Venmo,Every 3 Months
2999,30,Debit Card,Quarterly
3000,10,Cash,Monthly
3001,7,PayPal,Weekly
3002,28,Credit Card,Quarterly
3003,19,Bank Transfer,Quarterly
3004,13,Credit Card,Every 3 Months
3005,23,Venmo,Fortnightly
3006,5,Venmo,Weekly
3007,17,Venmo,Bi-Weekly
3008,31,Venmo,Weekly
3009,19,PayPal,Weekly
3010,8,Venmo,Fortnightly
3011,15,Credit Card,Annually
3012,18,Credit Card,Every 3 Months
3013,16,PayPal,Annually
3014,13,Cash,Monthly
3015,38,PayPal,Every 3 Months
3016,27,Bank Transfer,Bi-Weekly
3017,31,Bank Transfer,Quarterly
3018,24,Cash,Bi-Weekly
3019,21,Debit Card,Bi-Weekly
3020,15,PayPal,Annually
3021,48,Venmo,Every 3 Months
3022,47,Cash,Quarterly
3023,23,PayPal,Weekly
3024,4,PayPal,Quarterly
3025,47,Credit Card,Every 3 Months
3026,7,PayPal,Monthly
3027,6,Credit Card,Annually
3028,47,Credit Card,Quarterly
3029,7,PayPal,Every 3 Months
3030,1,Debit Card,Quarterly
3031,23,Credit Card,Weekly
3032,30,Credit Card,Monthly
3033,24,Credit Card,Quarterly
3034,9,PayPal,Weekly
3035,25,Credit Card,Quarterly
3036,18,Cash,Bi-Weekly
3037,7,Venmo,Fortnightly
3038,2,Cash,Annually
3039,36,Debit Card,Annually
3040,31,PayPal,Bi-Weekly
3041,10,Cash,Fortnightly
3042,27,PayPal,Monthly
3043,14,PayPal,Every 3 Months
3044,17,Credit Card,Monthly
3045,10,Bank Transfer,Quarterly
3046,4,PayPal,Bi-Weekly
3047,25,Cash,Every 3 Months
3048,3,PayPal,Bi-Weekly
3049,47,Venmo,Fortnightly
3050,41,Bank Transfer,Bi-Weekly
3051,28,Venmo,Every 3 Months
3052,49,Debit Card,Every 3 Months
3053,7,Bank Transfer,Fortnightly
3054,22,Bank Transfer,Monthly
3055,34,Venmo,Monthly
3056,5,Debit Card,Bi-Weekly
3057,15,Cash,Bi-Weekly
3058,26,Bank Transfer,Weekly
3059,3,Bank Transfer,Fortnightly
3060,42,Credit Card,Quarterly
3061,1,Venmo,Monthly
3062,20,PayPal,Every 3 Months
3063,39,PayPal,Monthly
3064,24,Credit Card,Fortnightly
3065,49,Bank Transfer,Quarterly
3066,7,Venmo,Bi-Weekly
3067,13,Venmo,Every 3 Months
3068,2,Cash,Weekly
3069,4,Debit Card,Weekly
3070,17,Debit Card,Quarterly
3071,43,PayPal,Bi-Weekly
3072,6,PayPal,Monthly
3073,46,PayPal,Quarterly
3074,7,Debit Card,Bi-Weekly
3075,34,Debit Card,Fortnightly
3076,21,PayPal,Every 3 Months
3077,13,Venmo,Bi-Weekly
3078,33,Debit Card,Bi-Weekly
3079,24,Bank Transfer,Bi-Weekly
3080,4,Bank Transfer,Annually
3081,5,Cash,Bi-Weekly
3082,11,Credit Card,Weekly
3083,20,Bank Transfer,Annually
3084,28,PayPal,Quarterly
3085,43,PayPal,Monthly
3086,10,Venmo,Every 3 Months
3087,26,Venmo,Every 3 Months
3088,29,Bank Transfer,Monthly
3089,35,Bank Transfer,Quarterly
3090,23,Cash,Bi-Weekly
3091,15,Bank Transfer,Quarterly
3092,46,Credit Card,Annually
3093,14,Bank Transfer,Bi-Weekly
3094,17,Cash,Every 3 Months
3095,9,Cash,Weekly
3096,13,Venmo,Fortnightly
3097,20,Bank Transfer,Monthly
3098,39,Bank Transfer,Quarterly
3099,50,Bank Transfer,Quarterly
3100,21,Bank Transfer,Bi-Weekly
3101,3,Bank Transfer,Weekly
3102,9,PayPal,Fortnightly
3103,29,Cash,Bi-Weekly
3104,42,Bank Transfer,Weekly
3105,41,Debit Card,Fortnightly
3106,17,Debit Card,Monthly
3107,20,PayPal,Annually
3108,18,Credit Card,Bi-Weekly
3109,7,PayPal,Monthly
3110,47,Bank Transfer,Fortnightly
3111,2,Bank Transfer,Bi-Weekly
3112,25,Debit Card,Quarterly
3113,26,Venmo,Annually
3114,2,Debit Card,Weekly
3115,45,Venmo,Bi-Weekly
3116,9,Bank Transfer,Bi-Weekly
3117,1,Venmo,Weekly
3118,4,PayPal,Bi-Weekly
3119,31,Debit Card,Quarterly
3120,21,Credit Card,Every 3 Months
3121,32,Debit Card,Fortnightly
3122,16,Venmo,Weekly
3123,34,Credit Card,Fortnightly
3124,40,Venmo,Bi-Weekly
3125,4,Cash,Every 3 Months
3126,3,Cash,Quarterly
3127,28,Bank Transfer,Bi-Weekly
3128,43,Credit Card,Every 3 Months
3129,20,Cash,Annually
3130,40,Venmo,Every 3 Months
3131,34,Venmo,Every 3 Months
3132,11,Bank Transfer,Every 3 Months
3133,26,Cash,Quarterly
3134,29,Cash,Bi-Weekly
3135,47,Bank Transfer,Weekly
3136,48,Venmo,Fortnightly
3137,29,Cash,Bi-Weekly
3138,14,Bank Transfer,Monthly
3139,40,Cash,Every 3 Months
3140,4,Venmo,Weekly
3141,37,Bank Transfer,Weekly
3142,47,Credit Card,Bi-Weekly
3143,1,Venmo,Quarterly
3144,26,Cash,Quarterly
3145,12,Debit Card,Quarterly
3146,16,PayPal,Fortnightly
3147,19,PayPal,Annually
3148,21,Credit Card,Weekly
3149,15,Venmo,Weekly
3150,9,Venmo,Annually
3151,7,Bank Transfer,Bi-Weekly
3152,47,Bank Transfer,Quarterly
3153,17,PayPal,Monthly
3154,46,Venmo,Fortnightly
3155,32,Cash,Quarterly
3156,34,Cash,Annually
3157,18,Cash,Monthly
3158,5,Debit Card,Fortnightly
3159,44,Credit Card,Monthly
3160,4,Bank Transfer,Quarterly
3161,37,Cash,Fortnightly
3162,43,Cash,Monthly
3163,28,Bank Transfer,Quarterly
3164,36,Cash,Monthly
3165,16,Credit Card,Annually
3166,38,Bank Transfer,Every 3 Months
3167,37,Bank Transfer,Fortnightly
3168,9,Cash,Bi-Weekly
3169,14,PayPal,Fortnightly
3170,3,Venmo,Weekly
3171,10,Credit Card,Fortnightly
3172,26,Bank Transfer,Bi-Weekly
3173,30,Debit Card,Bi-Weekly
3174,32,PayPal,Fortnightly
3175,35,PayPal,Monthly
3176,26,Debit Card,Every 3 Months
3177,39,Credit Card,Monthly
3178,31,Credit Card,Monthly
3179,28,Credit Card,Annually
3180,12,Debit Card,Bi-Weekly
3181,46,PayPal,Weekly
3182,27,PayPal,Every 3 Months
3183,4,Credit Card,Annually
3184,14,Cash,Every 3 Months
3185,30,Venmo,Quarterly
3186,6,PayPal,Annually
3187,43,Venmo,Annually
3188,28,Debit Card,Weekly
3189,39,Bank Transfer,Monthly
3190,30,PayPal,Bi-Weekly
3191,5,Credit Card,Fortnightly
3192,42,Credit Card,Every 3 Months
3193,20,Cash,Fortnightly
3194,35,Credit Card,Fortnightly
3195,10,Credit Card,Bi-Weekly
3196,36,Credit Card,Quarterly
3197,21,Debit Card,Fortnightly
3198,29,Credit Card,Every 3 Months
3199,39,Debit Card,Weekly
3200,16,PayPal,Monthly
3201,32,Credit Card,Monthly
3202,34,Cash,Monthly
3203,38,Venmo,Annually
3204,14,Venmo,Annually
3205,23,Debit Card,Bi-Weekly
3206,50,Bank Transfer,Every 3 Months
3207,49,PayPal,Monthly
3208,14,PayPal,Annually
3209,42,PayPal,Weekly
3210,39,Debit Card,Annually
3211,43,Venmo,Bi-Weekly
3212,12,Cash,Monthly
3213,21,Debit Card,Weekly
3214,33,Credit Card,Monthly
3215,6,Debit Card,Annually
3216,10,PayPal,Every 3 Months
3217,18,Cash,Weekly
3218,46,Venmo,Weekly
3219,49,PayPal,Monthly
3220,39,Credit Card,Weekly
3221,16,Cash,Monthly
3222,28,Cash,Annually
3223,22,PayPal,Quarterly
3224,36,Venmo,Bi-Weekly
3225,18,PayPal,Monthly
3226,31,Credit Card,Weekly
3227,38,Bank Transfer,Fortnightly
3228,42,Debit Card,Quarterly
3229,27,PayPal,Annually
3230,24,Cash,Monthly
3231,38,Debit Card,Annually
3232,9,Credit Card,Annually
3233,19,Bank Transfer,Monthly
3234,11,Debit Card,Bi-Weekly
3235,16,Debit Card,Quarterly
3236,18,Venmo,Monthly
3237,8,Cash,Monthly
3238,4,Cash,Weekly
3239,37,Cash,Quarterly
3240,30,Cash,Monthly
3241,37,Bank Transfer,Monthly
3242,30,PayPal,Quarterly
3243,17,Venmo,Weekly
3244,11,Bank Transfer,Every 3 Months
3245,42,Credit Card,Annually
3246,20,Cash,Weekly
3247,37,Cash,Monthly
3248,12,PayPal,Fortnightly
3249,41,Bank Transfer,Quarterly
3250,32,Credit Card,Quarterly
3251,15,Venmo,Weekly
3252,39,Venmo,Quarterly
3253,48,Credit Card,Fortnightly
3254,8,Venmo,Fortnightly
3255,11,Bank Transfer,Every 3 Months
3256,36,Bank Transfer,Monthly
3257,50,Venmo,Every 3 Months
3258,39,Venmo,Every 3 Months
3259,11,Credit Card,Bi-Weekly
3260,5,Debit Card,Every 3 Months
3261,7,Credit Card,Annually
3262,50,Debit Card,Weekly
3263,21,Cash,Every 3 Months
3264,31,Debit Card,Fortnightly
3265,39,Cash,Bi-Weekly
3266,28,Credit Card,Fortnightly
3267,33,Bank Transfer,Weekly
3268,42,Credit Card,Quarterly
3269,5,Bank Transfer,Every 3 Months
3270,25,Cash,Monthly
3271,48,PayPal,Annually
3272,30,Credit Card,Weekly
3273,34,PayPal,Quarterly
3274,34,PayPal,Every 3 Months
3275,14,Cash,Fortnightly
3276,2,Debit Card,Weekly
3277,41,PayPal,Every 3 Months
3278,3,Credit Card,Monthly
3279,18,Bank Transfer,Weekly
3280,1,Debit Card,Fortnightly
3281,5,PayPal,Monthly
3282,41,Bank Transfer,Annually
3283,5,Credit Card,Monthly
3284,10,Debit Card,Every 3 Months
3285,20,Venmo,Annually
3286,11,Cash,Weekly
3287,4,Venmo,Fortnightly
3288,38,Credit Card,Weekly
3289,19,Credit Card,Bi-Weekly
3290,16,Venmo,Every 3 Months
3291,2,PayPal,Monthly
3292,11,Cash,Monthly
3293,18,Bank Transfer,Fortnightly
3294,47,Credit Card,Fortnightly
3295,15,Bank Transfer,Bi-Weekly
3296,15,Cash,Weekly
3297,47,Venmo,Quarterly
3298,47,PayPal,Monthly
3299,6,Bank Transfer,Every 3 Months
3300,18,Venmo,Monthly
3301,40,Bank Transfer,Bi-Weekly
3302,31,Credit Card,Fortnightly
3303,31,Venmo,Bi-Weekly
3304,4,Credit Card,Fortnightly
3305,36,Bank Transfer,Every 3 Months
3306,31,PayPal,Bi-Weekly
3307,6,Venmo,Fortnightly
3308,1,Cash,Monthly
3309,29,Cash,Monthly
3310,19,PayPal,Monthly
3311,12,PayPal,Fortnightly
3312,18,Bank Transfer,Annually
3313,45,Cash,Quarterly
3314,45,Credit Card,Monthly
3315,8,Credit Card,Quarterly
3316,4,PayPal,Every 3 Months
3317,5,Debit Card,Fortnightly
3318,30,Cash,Quarterly
3319,15,PayPal,Monthly
3320,17,Credit Card,Every 3 Months
3321,45,Cash,Every 3 Months
3322,3,Venmo,Annually
3323,43,PayPal,Weekly
3324,4,Credit Card,Monthly
3325,41,Venmo,Weekly
3326,16,Venmo,Monthly
3327,10,Debit Card,Annually
3328,2,Debit Card,Quarterly
3329,11,Cash,Bi-Weekly
3330,1,Debit Card,Bi-Weekly
3331,41,Bank Transfer,Quarterly
3332,39,PayPal,Quarterly
3333,1,PayPal,Bi-Weekly
3334,3,PayPal,Monthly
3335,21,Credit Card,Annually
3336,48,Bank Transfer,Quarterly
3337,24,Debit Card,Annually
3338,45,Bank Transfer,Bi-Weekly
3339,46,Credit Card,Monthly
3340,35,Cash,Fortnightly
3341,47,Credit Card,Fortnightly
3342,35,Credit Card,Monthly
3343,45,Credit Card,Weekly
3344,6,Cash,Bi-Weekly
3345,20,Cash,Annually
3346,3,Venmo,Bi-Weekly
3347,30,Venmo,Quarterly
3348,28,PayPal,Bi-Weekly
3349,15,Cash,Every 3 Months
3350,29,PayPal,Quarterly
3351,15,Cash,Bi-Weekly
3352,18,Bank Transfer,Fortnightly
3353,7,Bank Transfer,Bi-Weekly
3354,19,Credit Card,Every 3 Months
3355,15,PayPal,Weekly
3356,3,Bank Transfer,Bi-Weekly
3357,13,PayPal,Bi-Weekly
3358,37,Credit Card,Monthly
